web-scraper-order,web-scraper-start-url,pagination,pagination-href,publication,title,author,year,issue number,page number,description,MFN,ანოტაცია,გეოგ დასახელება,თემატიკა,მოხსენიებული პირები,ორგანიზაცია,პერსონალია,საკვანძო სიტყვები,ფოტოები,მატიანის რუბრიკა
1524727439-230,http://www.nplg.gov.ge/ec/ka/amat/search.html?cmd=search&sf=advanced&qs%5B0%5D%5Bf%5D=700&qs%5B0%5D%5Bq%5D=&qs%5B0%5D%5Bb%5D=and&qs%5B1%5D%5Bf%5D=200&qs%5B1%5D%5Bq%5D=&qs%5B1%5D%5Bb%5D=and&qs%5B2%5D%5Bf%5D=9801&qs%5B2%5D%5Bq%5D=%E1%83%95%E1%83%90%E1%83%96%E1%83%98+%E1%83%93%E1%83%90+%E1%83%A6%E1%83%95%E1%83%98%E1%83%9C%E1%83%9D&qs%5B2%5D%5Bb%5D=and&qs%5B3%5D%5Bf%5D=9802&qs%5B3%5D%5Bq%5D=1920&qs%5B3%5D%5Bb%5D=and&qs%5B4%5D%5Bf%5D=600&qs%5B4%5D%5Bq%5D=&qs%5B4%5D%5Bb%5D=and&qs%5B5%5D%5Bf%5D=606&qs%5B5%5D%5Bq%5D=&pft=biblio&rnum=50&kbd=en&submit_btn=%E1%83%AB%E1%83%98%E1%83%94%E1%83%91%E1%83%90,1,http://www.nplg.gov.ge/ec/ka/amat/search.html?cmd=search&pft=biblio&from=1&rnum=50&sf=advanced&qs=a%3A6%3A%7Bi%3A0%3Ba%3A3%3A%7Bs%3A1%3A%22f%22%3Bs%3A3%3A%22700%22%3Bs%3A1%3A%22q%22%3Bs%3A0%3A%22%22%3Bs%3A1%3A%22b%22%3Bs%3A3%3A%22and%22%3B%7Di%3A1%3Ba%3A3%3A%7Bs%3A1%3A%22f%22%3Bs%3A3%3A%22200%22%3Bs%3A1%3A%22q%22%3Bs%3A0%3A%22%22%3Bs%3A1%3A%22b%22%3Bs%3A3%3A%22and%22%3B%7Di%3A2%3Ba%3A3%3A%7Bs%3A1%3A%22f%22%3Bs%3A4%3A%229801%22%3Bs%3A1%3A%22q%22%3Bs%3A35%3A%22%E1%83%95%E1%83%90%E1%83%96%E1%83%98+%E1%83%93%E1%83%90+%E1%83%A6%E1%83%95%E1%83%98%E1%83%9C%E1%83%9D%22%3Bs%3A1%3A%22b%22%3Bs%3A3%3A%22and%22%3B%7Di%3A3%3Ba%3A3%3A%7Bs%3A1%3A%22f%22%3Bs%3A4%3A%229802%22%3Bs%3A1%3A%22q%22%3Bs%3A4%3A%221920%22%3Bs%3A1%3A%22b%22%3Bs%3A3%3A%22and%22%3B%7Di%3A4%3Ba%3A3%3A%7Bs%3A1%3A%22f%22%3Bs%3A3%3A%22600%22%3Bs%3A1%3A%22q%22%3Bs%3A0%3A%22%22%3Bs%3A1%3A%22b%22%3Bs%3A3%3A%22and%22%3B%7Di%3A5%3Ba%3A2%3A%7Bs%3A1%3A%22f%22%3Bs%3A3%3A%22606%22%3Bs%3A1%3A%22q%22%3Bs%3A0%3A%22%22%3B%7D%7D,ვაზი და ღვინო,სასოფლო-სამეურნეო პალატის წესდება : პალატის მიზანი და დანიშნულება,სასოფლო-სამეურნეო პალატა,1920,N1,გვ.7-13,"სასოფლო-სამეურნეო პალატის წესდება : პალატის მიზანი და დანიშნულება // ვაზი და ღვინო. - თბილისი, 1920. - N1. - გვ.7-13[MFN: 116149]",116149,,,,,,,,,  სოფლის მეურნეობის ზოგადი საკითხები.
1524727432-180,http://www.nplg.gov.ge/ec/ka/amat/search.html?cmd=search&sf=advanced&qs%5B0%5D%5Bf%5D=700&qs%5B0%5D%5Bq%5D=&qs%5B0%5D%5Bb%5D=and&qs%5B1%5D%5Bf%5D=200&qs%5B1%5D%5Bq%5D=&qs%5B1%5D%5Bb%5D=and&qs%5B2%5D%5Bf%5D=9801&qs%5B2%5D%5Bq%5D=%E1%83%95%E1%83%90%E1%83%96%E1%83%98+%E1%83%93%E1%83%90+%E1%83%A6%E1%83%95%E1%83%98%E1%83%9C%E1%83%9D&qs%5B2%5D%5Bb%5D=and&qs%5B3%5D%5Bf%5D=9802&qs%5B3%5D%5Bq%5D=1920&qs%5B3%5D%5Bb%5D=and&qs%5B4%5D%5Bf%5D=600&qs%5B4%5D%5Bq%5D=&qs%5B4%5D%5Bb%5D=and&qs%5B5%5D%5Bf%5D=606&qs%5B5%5D%5Bq%5D=&pft=biblio&rnum=50&kbd=en&submit_btn=%E1%83%AB%E1%83%98%E1%83%94%E1%83%91%E1%83%90,,,ვაზი და ღვინო,მიწად მოქმედებების მინისტრთან,,1920,N4,გვ.12,"მიწად მოქმედებების მინისტრთან // ვაზი და ღვინო. - თბილისი, 1920. - N4. - გვ.12[MFN: 428515]",428515,  მევენახეობა-მეღვინეობის საჭირბოროტო საკითხების განხილვა მიწათმოქმედების მინისტრთან,,  სოფლის მეურნეობა; მევენახეობა-მეღვინეობა; სამინისტროები.,  ანდრონიკაშვილი ი.; წინამძღვრიშვილი გ.; ბერეკაშვილი კ..,,,  მიწათმოქმედების სამინისტრო; მეღვინე-მევენახეთა საბჭო; ფილოქსერა.,,
1524727439-257,http://www.nplg.gov.ge/ec/ka/amat/search.html?cmd=search&sf=advanced&qs%5B0%5D%5Bf%5D=700&qs%5B0%5D%5Bq%5D=&qs%5B0%5D%5Bb%5D=and&qs%5B1%5D%5Bf%5D=200&qs%5B1%5D%5Bq%5D=&qs%5B1%5D%5Bb%5D=and&qs%5B2%5D%5Bf%5D=9801&qs%5B2%5D%5Bq%5D=%E1%83%95%E1%83%90%E1%83%96%E1%83%98+%E1%83%93%E1%83%90+%E1%83%A6%E1%83%95%E1%83%98%E1%83%9C%E1%83%9D&qs%5B2%5D%5Bb%5D=and&qs%5B3%5D%5Bf%5D=9802&qs%5B3%5D%5Bq%5D=1920&qs%5B3%5D%5Bb%5D=and&qs%5B4%5D%5Bf%5D=600&qs%5B4%5D%5Bq%5D=&qs%5B4%5D%5Bb%5D=and&qs%5B5%5D%5Bf%5D=606&qs%5B5%5D%5Bq%5D=&pft=biblio&rnum=50&kbd=en&submit_btn=%E1%83%AB%E1%83%98%E1%83%94%E1%83%91%E1%83%90,1,http://www.nplg.gov.ge/ec/ka/amat/search.html?cmd=search&pft=biblio&from=1&rnum=50&sf=advanced&qs=a%3A6%3A%7Bi%3A0%3Ba%3A3%3A%7Bs%3A1%3A%22f%22%3Bs%3A3%3A%22700%22%3Bs%3A1%3A%22q%22%3Bs%3A0%3A%22%22%3Bs%3A1%3A%22b%22%3Bs%3A3%3A%22and%22%3B%7Di%3A1%3Ba%3A3%3A%7Bs%3A1%3A%22f%22%3Bs%3A3%3A%22200%22%3Bs%3A1%3A%22q%22%3Bs%3A0%3A%22%22%3Bs%3A1%3A%22b%22%3Bs%3A3%3A%22and%22%3B%7Di%3A2%3Ba%3A3%3A%7Bs%3A1%3A%22f%22%3Bs%3A4%3A%229801%22%3Bs%3A1%3A%22q%22%3Bs%3A35%3A%22%E1%83%95%E1%83%90%E1%83%96%E1%83%98+%E1%83%93%E1%83%90+%E1%83%A6%E1%83%95%E1%83%98%E1%83%9C%E1%83%9D%22%3Bs%3A1%3A%22b%22%3Bs%3A3%3A%22and%22%3B%7Di%3A3%3Ba%3A3%3A%7Bs%3A1%3A%22f%22%3Bs%3A4%3A%229802%22%3Bs%3A1%3A%22q%22%3Bs%3A4%3A%221920%22%3Bs%3A1%3A%22b%22%3Bs%3A3%3A%22and%22%3B%7Di%3A4%3Ba%3A3%3A%7Bs%3A1%3A%22f%22%3Bs%3A3%3A%22600%22%3Bs%3A1%3A%22q%22%3Bs%3A0%3A%22%22%3Bs%3A1%3A%22b%22%3Bs%3A3%3A%22and%22%3B%7Di%3A5%3Ba%3A2%3A%7Bs%3A1%3A%22f%22%3Bs%3A3%3A%22606%22%3Bs%3A1%3A%22q%22%3Bs%3A0%3A%22%22%3B%7D%7D,ვაზი და ღვინო,საყურადღებო ცნობები,,1920,N3,გვ.14,"საყურადღებო ცნობები // ვაზი და ღვინო. - თბილისი, 1920. - N3. - გვ.14[MFN: 428489]",428489,"  სასოფლო-სამეურნეო იარაღების შემოტანა, შაბიამნისა და გოგირდის დარიგება, შემოტანილ ღვინოებზე ბაჟის ახალი ტარიფის დადება",,  სოფლის მეურნეობა; ალკოჰოლური სასმელები; გადასახადები; სამინისტროები.,,,,  მიწათმოქმედების სამინისტრო; ქართველი სამეურნეო საზოგადოება; ბაჟი; შემოტანილი ღვინოები.,,
1524727439-268,http://www.nplg.gov.ge/ec/ka/amat/search.html?cmd=search&sf=advanced&qs%5B0%5D%5Bf%5D=700&qs%5B0%5D%5Bq%5D=&qs%5B0%5D%5Bb%5D=and&qs%5B1%5D%5Bf%5D=200&qs%5B1%5D%5Bq%5D=&qs%5B1%5D%5Bb%5D=and&qs%5B2%5D%5Bf%5D=9801&qs%5B2%5D%5Bq%5D=%E1%83%95%E1%83%90%E1%83%96%E1%83%98+%E1%83%93%E1%83%90+%E1%83%A6%E1%83%95%E1%83%98%E1%83%9C%E1%83%9D&qs%5B2%5D%5Bb%5D=and&qs%5B3%5D%5Bf%5D=9802&qs%5B3%5D%5Bq%5D=1920&qs%5B3%5D%5Bb%5D=and&qs%5B4%5D%5Bf%5D=600&qs%5B4%5D%5Bq%5D=&qs%5B4%5D%5Bb%5D=and&qs%5B5%5D%5Bf%5D=606&qs%5B5%5D%5Bq%5D=&pft=biblio&rnum=50&kbd=en&submit_btn=%E1%83%AB%E1%83%98%E1%83%94%E1%83%91%E1%83%90,1,http://www.nplg.gov.ge/ec/ka/amat/search.html?cmd=search&pft=biblio&from=1&rnum=50&sf=advanced&qs=a%3A6%3A%7Bi%3A0%3Ba%3A3%3A%7Bs%3A1%3A%22f%22%3Bs%3A3%3A%22700%22%3Bs%3A1%3A%22q%22%3Bs%3A0%3A%22%22%3Bs%3A1%3A%22b%22%3Bs%3A3%3A%22and%22%3B%7Di%3A1%3Ba%3A3%3A%7Bs%3A1%3A%22f%22%3Bs%3A3%3A%22200%22%3Bs%3A1%3A%22q%22%3Bs%3A0%3A%22%22%3Bs%3A1%3A%22b%22%3Bs%3A3%3A%22and%22%3B%7Di%3A2%3Ba%3A3%3A%7Bs%3A1%3A%22f%22%3Bs%3A4%3A%229801%22%3Bs%3A1%3A%22q%22%3Bs%3A35%3A%22%E1%83%95%E1%83%90%E1%83%96%E1%83%98+%E1%83%93%E1%83%90+%E1%83%A6%E1%83%95%E1%83%98%E1%83%9C%E1%83%9D%22%3Bs%3A1%3A%22b%22%3Bs%3A3%3A%22and%22%3B%7Di%3A3%3Ba%3A3%3A%7Bs%3A1%3A%22f%22%3Bs%3A4%3A%229802%22%3Bs%3A1%3A%22q%22%3Bs%3A4%3A%221920%22%3Bs%3A1%3A%22b%22%3Bs%3A3%3A%22and%22%3B%7Di%3A4%3Ba%3A3%3A%7Bs%3A1%3A%22f%22%3Bs%3A3%3A%22600%22%3Bs%3A1%3A%22q%22%3Bs%3A0%3A%22%22%3Bs%3A1%3A%22b%22%3Bs%3A3%3A%22and%22%3B%7Di%3A5%3Ba%3A2%3A%7Bs%3A1%3A%22f%22%3Bs%3A3%3A%22606%22%3Bs%3A1%3A%22q%22%3Bs%3A0%3A%22%22%3B%7D%7D,ვაზი და ღვინო,მოხსენება : ამერიკული საძირე ჯიშების ადოპტაციის გამოსარკვევად,"წინამძღვრიშვილი, გ.",1920,N5,გვ.3-6,"მოხსენება : ამერიკული საძირე ჯიშების ადოპტაციის გამოსარკვევად // ვაზი და ღვინო. - თბილისი, 1920. - N5. - გვ.3-6[MFN: 428522]",428522,"  სოფლის მეურნეობაში შექმნილი კრიზისი: ფილოქსერის გავრცელება, ამერიკული ვაზის ნამყენით ვენახების განახლება",,  სოფლის მეურნეობა; მევენახეობა-მეღვინეობა.,,,,  ფილოქსერა; ვენახები; ნამყენი ვაზი.,,
1524727435-221,http://www.nplg.gov.ge/ec/ka/amat/search.html?cmd=search&sf=advanced&qs%5B0%5D%5Bf%5D=700&qs%5B0%5D%5Bq%5D=&qs%5B0%5D%5Bb%5D=and&qs%5B1%5D%5Bf%5D=200&qs%5B1%5D%5Bq%5D=&qs%5B1%5D%5Bb%5D=and&qs%5B2%5D%5Bf%5D=9801&qs%5B2%5D%5Bq%5D=%E1%83%95%E1%83%90%E1%83%96%E1%83%98+%E1%83%93%E1%83%90+%E1%83%A6%E1%83%95%E1%83%98%E1%83%9C%E1%83%9D&qs%5B2%5D%5Bb%5D=and&qs%5B3%5D%5Bf%5D=9802&qs%5B3%5D%5Bq%5D=1920&qs%5B3%5D%5Bb%5D=and&qs%5B4%5D%5Bf%5D=600&qs%5B4%5D%5Bq%5D=&qs%5B4%5D%5Bb%5D=and&qs%5B5%5D%5Bf%5D=606&qs%5B5%5D%5Bq%5D=&pft=biblio&rnum=50&kbd=en&submit_btn=%E1%83%AB%E1%83%98%E1%83%94%E1%83%91%E1%83%90,2,http://www.nplg.gov.ge/ec/ka/amat/search.html?cmd=search&pft=biblio&from=51&rnum=50&sf=advanced&qs=a%3A6%3A%7Bi%3A0%3Ba%3A3%3A%7Bs%3A1%3A%22f%22%3Bs%3A3%3A%22700%22%3Bs%3A1%3A%22q%22%3Bs%3A0%3A%22%22%3Bs%3A1%3A%22b%22%3Bs%3A3%3A%22and%22%3B%7Di%3A1%3Ba%3A3%3A%7Bs%3A1%3A%22f%22%3Bs%3A3%3A%22200%22%3Bs%3A1%3A%22q%22%3Bs%3A0%3A%22%22%3Bs%3A1%3A%22b%22%3Bs%3A3%3A%22and%22%3B%7Di%3A2%3Ba%3A3%3A%7Bs%3A1%3A%22f%22%3Bs%3A4%3A%229801%22%3Bs%3A1%3A%22q%22%3Bs%3A35%3A%22%E1%83%95%E1%83%90%E1%83%96%E1%83%98+%E1%83%93%E1%83%90+%E1%83%A6%E1%83%95%E1%83%98%E1%83%9C%E1%83%9D%22%3Bs%3A1%3A%22b%22%3Bs%3A3%3A%22and%22%3B%7Di%3A3%3Ba%3A3%3A%7Bs%3A1%3A%22f%22%3Bs%3A4%3A%229802%22%3Bs%3A1%3A%22q%22%3Bs%3A4%3A%221920%22%3Bs%3A1%3A%22b%22%3Bs%3A3%3A%22and%22%3B%7Di%3A4%3Ba%3A3%3A%7Bs%3A1%3A%22f%22%3Bs%3A3%3A%22600%22%3Bs%3A1%3A%22q%22%3Bs%3A0%3A%22%22%3Bs%3A1%3A%22b%22%3Bs%3A3%3A%22and%22%3B%7Di%3A5%3Ba%3A2%3A%7Bs%3A1%3A%22f%22%3Bs%3A3%3A%22606%22%3Bs%3A1%3A%22q%22%3Bs%3A0%3A%22%22%3B%7D%7D,ვაზი და ღვინო,ჩვენი ღვინის ქიმიური შემადგენლობა,"მელიქიშვილი, პ",1920,N11,გვ.2-9,"ჩვენი ღვინის ქიმიური შემადგენლობა // ვაზი და ღვინო. - თბილისი, 1920. - N11. - გვ.2-9. - ტექსტის ბოლოს ხელმოწერა: პროფ. პ. მელიქიშვილი. - შენიშვნა სქოლიოში: შრომა გადმობეჭდილია თბილისის უნივერსიტეტის მოამბიდან N1.[MFN: 428587]",428587,  ქართული ღვინის ხარისხისა და ღირსებების შესახებ,,  სოფლის მეურნეობა; მევენახეობა-მეღვინეობა; ალკოჰოლური სასმელები.,  ბებურიშვილი; ბექაია მ.; შალამბერიძე; ციციშვილი.,,,  ქართული ღვინო.,,
1524727421-49,http://www.nplg.gov.ge/ec/ka/amat/search.html?cmd=search&sf=advanced&qs%5B0%5D%5Bf%5D=700&qs%5B0%5D%5Bq%5D=&qs%5B0%5D%5Bb%5D=and&qs%5B1%5D%5Bf%5D=200&qs%5B1%5D%5Bq%5D=&qs%5B1%5D%5Bb%5D=and&qs%5B2%5D%5Bf%5D=9801&qs%5B2%5D%5Bq%5D=%E1%83%95%E1%83%90%E1%83%96%E1%83%98+%E1%83%93%E1%83%90+%E1%83%A6%E1%83%95%E1%83%98%E1%83%9C%E1%83%9D&qs%5B2%5D%5Bb%5D=and&qs%5B3%5D%5Bf%5D=9802&qs%5B3%5D%5Bq%5D=1995&qs%5B3%5D%5Bb%5D=and&qs%5B4%5D%5Bf%5D=600&qs%5B4%5D%5Bq%5D=&qs%5B4%5D%5Bb%5D=and&qs%5B5%5D%5Bf%5D=606&qs%5B5%5D%5Bq%5D=&pft=biblio&rnum=50&kbd=en&submit_btn=%E1%83%AB%E1%83%98%E1%83%94%E1%83%91%E1%83%90,,,ვაზი და ღვინო,ციცქა : [საღვინე ვაზის ჯიშზე],,1995,N1,გვ.56-58,"ციცქა : [საღვინე ვაზის ჯიშზე] // ვაზი და ღვინო. - თბილისი, 1995. - N1-2. - გვ.56-58[MFN: 340029]",340029,,,,,,,,,  საქართველო; ამპელოგრაფია.
1524727419-30,http://www.nplg.gov.ge/ec/ka/amat/search.html?cmd=search&sf=advanced&qs%5B0%5D%5Bf%5D=700&qs%5B0%5D%5Bq%5D=&qs%5B0%5D%5Bb%5D=and&qs%5B1%5D%5Bf%5D=200&qs%5B1%5D%5Bq%5D=&qs%5B1%5D%5Bb%5D=and&qs%5B2%5D%5Bf%5D=9801&qs%5B2%5D%5Bq%5D=%E1%83%95%E1%83%90%E1%83%96%E1%83%98+%E1%83%93%E1%83%90+%E1%83%A6%E1%83%95%E1%83%98%E1%83%9C%E1%83%9D&qs%5B2%5D%5Bb%5D=and&qs%5B3%5D%5Bf%5D=9802&qs%5B3%5D%5Bq%5D=1996&qs%5B3%5D%5Bb%5D=and&qs%5B4%5D%5Bf%5D=600&qs%5B4%5D%5Bq%5D=&qs%5B4%5D%5Bb%5D=and&qs%5B5%5D%5Bf%5D=606&qs%5B5%5D%5Bq%5D=&pft=biblio&rnum=50&kbd=en&submit_btn=%E1%83%AB%E1%83%98%E1%83%94%E1%83%91%E1%83%90,,,ვაზი და ღვინო,ხმალი და ვაზი : [ლექსი] / ო. მამფორია,"მამფორია, ო.",1996,N1,გვ.181-183,"ხმალი და ვაზი : [ლექსი] / ო. მამფორია // ვაზი და ღვინო. - თბილისი, 1996. - N1-4. - გვ.181-183[MFN: 312781]",312781,,,,,,,,,  მხატვრული ლიტერატურა; ლიტერატურათმცოდნეობა; ქართული ლიტერატურა.
1524727429-125,http://www.nplg.gov.ge/ec/ka/amat/search.html?cmd=search&sf=advanced&qs%5B0%5D%5Bf%5D=700&qs%5B0%5D%5Bq%5D=&qs%5B0%5D%5Bb%5D=and&qs%5B1%5D%5Bf%5D=200&qs%5B1%5D%5Bq%5D=&qs%5B1%5D%5Bb%5D=and&qs%5B2%5D%5Bf%5D=9801&qs%5B2%5D%5Bq%5D=%E1%83%95%E1%83%90%E1%83%96%E1%83%98+%E1%83%93%E1%83%90+%E1%83%A6%E1%83%95%E1%83%98%E1%83%9C%E1%83%9D&qs%5B2%5D%5Bb%5D=and&qs%5B3%5D%5Bf%5D=9802&qs%5B3%5D%5Bq%5D=1992&qs%5B3%5D%5Bb%5D=and&qs%5B4%5D%5Bf%5D=600&qs%5B4%5D%5Bq%5D=&qs%5B4%5D%5Bb%5D=and&qs%5B5%5D%5Bf%5D=606&qs%5B5%5D%5Bq%5D=&pft=biblio&rnum=50&kbd=en&submit_btn=%E1%83%AB%E1%83%98%E1%83%94%E1%83%91%E1%83%90,,,ვაზი და ღვინო,გზა ჭეშმარიტებით სავალი : [ქართული მევენახეობის განვითარების გზები XIX საუკუნგის პირველი ნახევრიდან და ქართული აგრონომიული სკოლა],,1992,N2,გვ.3-8,"გზა ჭეშმარიტებით სავალი : [ქართული მევენახეობის განვითარების გზები XIX საუკუნგის პირველი ნახევრიდან და ქართული აგრონომიული სკოლა] // ვაზი და ღვინო. - თბილისი, 1992. - N2. - გვ.3-8[MFN: 339931]",339931,,,,,,,,,  საქართველო; მევენახეობა.
1524727424-74,http://www.nplg.gov.ge/ec/ka/amat/search.html?cmd=search&sf=advanced&qs%5B0%5D%5Bf%5D=700&qs%5B0%5D%5Bq%5D=&qs%5B0%5D%5Bb%5D=and&qs%5B1%5D%5Bf%5D=200&qs%5B1%5D%5Bq%5D=&qs%5B1%5D%5Bb%5D=and&qs%5B2%5D%5Bf%5D=9801&qs%5B2%5D%5Bq%5D=%E1%83%95%E1%83%90%E1%83%96%E1%83%98+%E1%83%93%E1%83%90+%E1%83%A6%E1%83%95%E1%83%98%E1%83%9C%E1%83%9D&qs%5B2%5D%5Bb%5D=and&qs%5B3%5D%5Bf%5D=9802&qs%5B3%5D%5Bq%5D=1994&qs%5B3%5D%5Bb%5D=and&qs%5B4%5D%5Bf%5D=600&qs%5B4%5D%5Bq%5D=&qs%5B4%5D%5Bb%5D=and&qs%5B5%5D%5Bf%5D=606&qs%5B5%5D%5Bq%5D=&pft=biblio&rnum=50&kbd=en&submit_btn=%E1%83%AB%E1%83%98%E1%83%94%E1%83%91%E1%83%90,,,ვაზი და ღვინო,"""ჩემი იარაღი, ნეტავი ოდეს..."": : [ლექსი] / გრ. ორბელიანი","ორბელიანი, გრ.",1994,N1,გვ.94,"""ჩემი იარაღი, ნეტავი ოდეს..."": : [ლექსი] / გრ. ორბელიანი // ვაზი და ღვინო. - თბილისი, 1994. - N1-2. - გვ.94[MFN: 301261]",301261,,,,,,,,,  ფილოლოგიური მეცნიერებანი; ლიტერატურათმცოდნეობა; ქართული ლიტერატურა.
1524727439-274,http://www.nplg.gov.ge/ec/ka/amat/search.html?cmd=search&sf=advanced&qs%5B0%5D%5Bf%5D=700&qs%5B0%5D%5Bq%5D=&qs%5B0%5D%5Bb%5D=and&qs%5B1%5D%5Bf%5D=200&qs%5B1%5D%5Bq%5D=&qs%5B1%5D%5Bb%5D=and&qs%5B2%5D%5Bf%5D=9801&qs%5B2%5D%5Bq%5D=%E1%83%95%E1%83%90%E1%83%96%E1%83%98+%E1%83%93%E1%83%90+%E1%83%A6%E1%83%95%E1%83%98%E1%83%9C%E1%83%9D&qs%5B2%5D%5Bb%5D=and&qs%5B3%5D%5Bf%5D=9802&qs%5B3%5D%5Bq%5D=1920&qs%5B3%5D%5Bb%5D=and&qs%5B4%5D%5Bf%5D=600&qs%5B4%5D%5Bq%5D=&qs%5B4%5D%5Bb%5D=and&qs%5B5%5D%5Bf%5D=606&qs%5B5%5D%5Bq%5D=&pft=biblio&rnum=50&kbd=en&submit_btn=%E1%83%AB%E1%83%98%E1%83%94%E1%83%91%E1%83%90,1,http://www.nplg.gov.ge/ec/ka/amat/search.html?cmd=search&pft=biblio&from=1&rnum=50&sf=advanced&qs=a%3A6%3A%7Bi%3A0%3Ba%3A3%3A%7Bs%3A1%3A%22f%22%3Bs%3A3%3A%22700%22%3Bs%3A1%3A%22q%22%3Bs%3A0%3A%22%22%3Bs%3A1%3A%22b%22%3Bs%3A3%3A%22and%22%3B%7Di%3A1%3Ba%3A3%3A%7Bs%3A1%3A%22f%22%3Bs%3A3%3A%22200%22%3Bs%3A1%3A%22q%22%3Bs%3A0%3A%22%22%3Bs%3A1%3A%22b%22%3Bs%3A3%3A%22and%22%3B%7Di%3A2%3Ba%3A3%3A%7Bs%3A1%3A%22f%22%3Bs%3A4%3A%229801%22%3Bs%3A1%3A%22q%22%3Bs%3A35%3A%22%E1%83%95%E1%83%90%E1%83%96%E1%83%98+%E1%83%93%E1%83%90+%E1%83%A6%E1%83%95%E1%83%98%E1%83%9C%E1%83%9D%22%3Bs%3A1%3A%22b%22%3Bs%3A3%3A%22and%22%3B%7Di%3A3%3Ba%3A3%3A%7Bs%3A1%3A%22f%22%3Bs%3A4%3A%229802%22%3Bs%3A1%3A%22q%22%3Bs%3A4%3A%221920%22%3Bs%3A1%3A%22b%22%3Bs%3A3%3A%22and%22%3B%7Di%3A4%3Ba%3A3%3A%7Bs%3A1%3A%22f%22%3Bs%3A3%3A%22600%22%3Bs%3A1%3A%22q%22%3Bs%3A0%3A%22%22%3Bs%3A1%3A%22b%22%3Bs%3A3%3A%22and%22%3B%7Di%3A5%3Ba%3A2%3A%7Bs%3A1%3A%22f%22%3Bs%3A3%3A%22606%22%3Bs%3A1%3A%22q%22%3Bs%3A0%3A%22%22%3B%7D%7D,ვაზი და ღვინო,ვ. ი. რცხილაძე : [ნეკროლოგი],"ანდრონიკაშვილი, ი.",1920,N6,გვ.3-4,"ვ. ი. რცხილაძე : [ნეკროლოგი] // ვაზი და ღვინო. - თბილისი, 1920. - N6. - გვ.3-4[MFN: 428531]",428531,,,  ნეკროლოგი.,,,  რცხილაძე ვ. (მეღვინე-მევენახეთა საბჭოს წევრი).,,,
1524727426-94,http://www.nplg.gov.ge/ec/ka/amat/search.html?cmd=search&sf=advanced&qs%5B0%5D%5Bf%5D=700&qs%5B0%5D%5Bq%5D=&qs%5B0%5D%5Bb%5D=and&qs%5B1%5D%5Bf%5D=200&qs%5B1%5D%5Bq%5D=&qs%5B1%5D%5Bb%5D=and&qs%5B2%5D%5Bf%5D=9801&qs%5B2%5D%5Bq%5D=%E1%83%95%E1%83%90%E1%83%96%E1%83%98+%E1%83%93%E1%83%90+%E1%83%A6%E1%83%95%E1%83%98%E1%83%9C%E1%83%9D&qs%5B2%5D%5Bb%5D=and&qs%5B3%5D%5Bf%5D=9802&qs%5B3%5D%5Bq%5D=1993&qs%5B3%5D%5Bb%5D=and&qs%5B4%5D%5Bf%5D=600&qs%5B4%5D%5Bq%5D=&qs%5B4%5D%5Bb%5D=and&qs%5B5%5D%5Bf%5D=606&qs%5B5%5D%5Bq%5D=&pft=biblio&rnum=50&kbd=en&submit_btn=%E1%83%AB%E1%83%98%E1%83%94%E1%83%91%E1%83%90,,,ვაზი და ღვინო,მევენახეობა-მეღვინეობის გადასარჩენად : [საქართველოს მეღვინეობის წინაშე არსებული პრობლემების შესახებ],"ფრუიძე, ლევან",1993,,გვ.2,"მევენახეობა-მეღვინეობის გადასარჩენად : [საქართველოს მეღვინეობის წინაშე არსებული პრობლემების შესახებ] // ვაზი და ღვინო. - თბილისი, 1993. - 26 იანვარი. - გვ.2[MFN: 342600]",342600,,,,,,,,,  საქართველო; მეღვინეობა.
1524727432-156,http://www.nplg.gov.ge/ec/ka/amat/search.html?cmd=search&sf=advanced&qs%5B0%5D%5Bf%5D=700&qs%5B0%5D%5Bq%5D=&qs%5B0%5D%5Bb%5D=and&qs%5B1%5D%5Bf%5D=200&qs%5B1%5D%5Bq%5D=&qs%5B1%5D%5Bb%5D=and&qs%5B2%5D%5Bf%5D=9801&qs%5B2%5D%5Bq%5D=%E1%83%95%E1%83%90%E1%83%96%E1%83%98+%E1%83%93%E1%83%90+%E1%83%A6%E1%83%95%E1%83%98%E1%83%9C%E1%83%9D&qs%5B2%5D%5Bb%5D=and&qs%5B3%5D%5Bf%5D=9802&qs%5B3%5D%5Bq%5D=1920&qs%5B3%5D%5Bb%5D=and&qs%5B4%5D%5Bf%5D=600&qs%5B4%5D%5Bq%5D=&qs%5B4%5D%5Bb%5D=and&qs%5B5%5D%5Bf%5D=606&qs%5B5%5D%5Bq%5D=&pft=biblio&rnum=50&kbd=en&submit_btn=%E1%83%AB%E1%83%98%E1%83%94%E1%83%91%E1%83%90,,,ვაზი და ღვინო,"კოოპერატიული საზოგადოება ""კახეთი""",,1920,N1,გვ.16,"კოოპერატიული საზოგადოება ""კახეთი"" // ვაზი და ღვინო. - თბილისი, 1920. - N1. - გვ.16[MFN: 428406]",428406,"  ინფორმაცია მევენახეთა საზოგადოება ""კახეთის"" შესახებ",  თბილისი; თელავი.,  სოფლის მეურნეობა; საზოგადოებები; მევენახეობა-მეღვინეობა; თბილისის ქუჩები.,,"  მევენახეთა კოოპერატიული საზოგადოება ""კახეთი"".",,  დამფუძნებელი კრების ქუჩა; გოგოლის ქუჩა; მევენახეები.,,
